0	-6.18643E-6	
0.001	-1.94823E-6	
0.002	-2.07669E-6	
0.003	-2.5148E-6	
0.004	-2.55853E-6	
0.005	-5.91458E-6	
0.006	-2.36899E-6	
0.007	-4.08941E-6	
0.008	-7.67775E-6	
0.009	-2.5345E-7	
0.01	-6.08375E-6	
0.011	-6.16821E-6	
0.012	-2.45818E-6	
0.013	-8.54701E-6	
0.014	-2.5553E-6	
0.015	-1.62146E-6	
0.016	-3.57831E-6	
0.017	-7.46119E-6	
0.018	-4.93547E-6	
0.019	-7.19178E-6	
0.02	-7.73554E-6	
0.021	-2.98107E-6	
0.022	2.95319E-6	
0.023	8.20113E-7	
0.024	-4.08302E-6	
0.025	7.67259E-7	
0.026	-5.8534E-6	
0.027	-7.26803E-6	
0.028	-6.28155E-6	
0.029	-2.66377E-6	
0.03	-6.75567E-6	
0.031	-6.62282E-6	
0.032	-4.23318E-6	
0.033	-8.56775E-6	
0.034	-3.70494E-6	
0.035	9.95958E-7	
0.036	-1.20864E-6	
0.037	-2.74074E-6	
0.038	-5.66393E-6	
0.039	-4.43234E-6	
0.04	-5.09704E-6	
0.041	-9.94389E-6	
0.042	-1.20081E-6	
0.043	-3.45184E-6	
0.044	-2.11273E-6	
0.045	-3.12506E-7	
0.046	-2.55177E-6	
0.047	-8.18244E-6	
0.048	-6.60536E-6	
0.049	-4.67112E-6	
0.05	-1.10678E-5	
0.051	-7.79113E-6	
0.052	-1.89518E-6	
0.053	-7.51236E-6	
0.054	-6.5402E-6	
0.055	-7.24447E-6	
0.056	-8.12996E-6	
0.057	-1.4113E-5	
0.058	-6.71419E-6	
0.059	-7.24783E-6	
0.06	-6.50039E-6	
0.061	-5.02137E-6	
0.062	-8.64787E-6	
0.063	-7.11461E-6	
0.064	-4.95741E-6	
0.065	-4.7345E-6	
0.066	-5.55047E-6	
0.067	-3.75853E-6	
0.068	-5.43458E-6	
0.069	-4.16816E-6	
0.07	-1.93185E-6	
0.071	-5.25752E-6	
0.072	-5.6515E-6	
0.073	-5.9893E-6	
0.074	-8.7274E-6	
0.075	-7.20316E-6	
0.076	-4.12416E-6	
0.077	-8.8902E-6	
0.078	-4.05262E-6	
0.079	-7.59359E-6	
0.08	-2.73522E-6	
0.081	-5.91071E-6	
0.082	-3.36888E-6	
0.083	-1.37274E-6	
0.084	-1.80134E-6	
0.085	-5.46131E-6	
0.086	-2.55842E-6	
0.087	-1.95931E-6	
0.088	-4.7461E-6	
0.089	-8.85019E-6	
0.09	-5.61518E-6	
0.091	-5.43029E-6	
0.092	-7.12684E-6	
0.093	-6.06329E-6	
0.094	-1.64442E-6	
0.095	-4.45715E-6	
0.096	-3.86325E-6	
0.097	-4.34377E-6	
