1.00000e-06	0.00000e+00
1.20000e-06	0.00000e+00
1.50000e-06	0.00000e+00
1.80000e-06	0.00000e+00
2.20000e-06	0.00000e+00
2.70000e-06	0.00000e+00
3.30000e-06	0.00000e+00
3.90000e-06	0.00000e+00
4.70000e-06	0.00000e+00
5.60000e-06	0.00000e+00
6.80000e-06	0.00000e+00
8.20000e-06	0.00000e+00
1.00000e-05	0.00000e+00
1.20000e-05	0.00000e+00
1.50000e-05	0.00000e+00
1.80000e-05	0.00000e+00
2.20000e-05	0.00000e+00
2.70000e-05	0.00000e+00
3.30000e-05	0.00000e+00
3.90000e-05	0.00000e+00
4.70000e-05	0.00000e+00
5.60000e-05	0.00000e+00
6.80000e-05	0.00000e+00
8.20000e-05	0.00000e+00
1.00000e-04	0.00000e+00
1.20000e-04	0.00000e+00
1.50000e-04	0.00000e+00
1.80000e-04	0.00000e+00
2.20000e-04	0.00000e+00
2.70000e-04	0.00000e+00
3.30000e-04	0.00000e+00
3.90000e-04	0.00000e+00
4.70000e-04	0.00000e+00
5.60000e-04	0.00000e+00
6.80000e-04	0.00000e+00
8.20000e-04	0.00000e+00
1.00000e-03	0.00000e+00
1.20000e-03	0.00000e+00
1.50000e-03	0.00000e+00
1.80000e-03	0.00000e+00
2.20000e-03	0.00000e+00
2.70000e-03	0.00000e+00
3.30000e-03	0.00000e+00
3.90000e-03	0.00000e+00
4.70000e-03	0.00000e+00
5.60000e-03	0.00000e+00
6.80000e-03	0.00000e+00
8.20000e-03	0.00000e+00
1.00000e-02	0.00000e+00
1.20000e-02	0.00000e+00
1.50000e-02	0.00000e+00
1.80000e-02	0.00000e+00
2.20000e-02	0.00000e+00
2.70000e-02	0.00000e+00
3.30000e-02	0.00000e+00
3.90000e-02	0.00000e+00
4.70000e-02	0.00000e+00
5.60000e-02	0.00000e+00
6.80000e-02	0.00000e+00
8.20000e-02	0.00000e+00
1.00000e-01	0.00000e+00
1.20000e-01	0.00000e+00
1.50000e-01	0.00000e+00
1.80000e-01	0.00000e+00
2.20000e-01	0.00000e+00
2.70000e-01	0.00000e+00
3.30000e-01	0.00000e+00
3.90000e-01	0.00000e+00
4.70000e-01	0.00000e+00
5.60000e-01	0.00000e+00
6.80000e-01	0.00000e+00
8.20000e-01	0.00000e+00
1.00000e+00	0.00000e+00
1.20000e+00	0.00000e+00
1.50000e+00	0.00000e+00
1.80000e+00	4.68930e-08
2.20000e+00	0.00000e+00
2.70000e+00	0.00000e+00
3.30000e+00	0.00000e+00
3.90000e+00	1.00974e-07
4.70000e+00	0.00000e+00
5.60000e+00	6.74876e-08
6.80000e+00	8.72649e-08
8.20000e+00	0.00000e+00
1.00000e+01	9.25093e-08
1.20000e+01	9.53288e-08
1.50000e+01	1.06827e-07
1.80000e+01	1.52909e-07
2.20000e+01	9.97163e-08
2.70000e+01	9.28611e-08
3.30000e+01	6.72002e-08
3.90000e+01	8.46852e-08
4.70000e+01	1.32901e-07
5.60000e+01	1.27434e-07
6.80000e+01	1.26390e-07
8.20000e+01	1.12913e-07
1.00000e+02	1.06440e-07
1.20000e+02	1.31448e-07
1.50000e+02	1.15323e-07
1.80000e+02	1.40546e-07
2.20000e+02	1.07161e-07
2.70000e+02	1.41807e-07
3.30000e+02	1.16278e-07
3.90000e+02	9.62359e-08
4.70000e+02	1.06597e-07
5.60000e+02	1.08286e-07
6.80000e+02	9.90982e-08
8.20000e+02	1.08480e-07
1.00000e+03	1.07745e-07
1.20000e+03	1.09740e-07
1.50000e+03	1.04026e-07
1.80000e+03	1.05609e-07
2.20000e+03	9.96408e-08
2.70000e+03	1.01401e-07
3.30000e+03	9.68854e-08
3.90000e+03	9.92304e-08
4.70000e+03	8.65992e-08
5.60000e+03	8.50297e-08
6.80000e+03	7.62400e-08
8.20000e+03	6.60023e-08
1.00000e+04	6.03146e-08
1.20000e+04	5.37562e-08
1.50000e+04	4.81355e-08
1.80000e+04	4.34279e-08
2.20000e+04	3.53708e-08
2.70000e+04	3.19193e-08
3.30000e+04	2.68184e-08
3.90000e+04	2.77884e-08
4.70000e+04	2.54081e-08
5.60000e+04	2.13747e-08
6.80000e+04	1.87571e-08
8.20000e+04	1.73789e-08
1.00000e+05	1.48334e-08
1.20000e+05	1.27184e-08
1.50000e+05	1.02844e-08
1.80000e+05	7.90966e-09
2.20000e+05	7.11728e-09
2.70000e+05	4.61059e-09
3.30000e+05	3.75859e-09
3.90000e+05	2.92920e-09
4.70000e+05	2.26216e-09
5.60000e+05	1.62598e-09
6.80000e+05	1.25450e-09
8.20000e+05	9.00223e-10
1.00000e+06	6.11074e-10
1.20000e+06	3.90570e-10
1.50000e+06	2.54139e-10
1.80000e+06	1.49428e-10
2.20000e+06	8.02809e-11
2.70000e+06	1.03913e-10
3.30000e+06	4.35422e-11
3.90000e+06	6.03880e-11
4.70000e+06	5.92211e-11
5.60000e+06	5.76330e-11
6.80000e+06	6.94422e-11
8.20000e+06	6.50223e-11
1.00000e+07	7.48373e-11
1.20000e+07	8.48971e-11
1.50000e+07	0.00000e+00
1.80000e+07	0.00000e+00
2.20000e+07	0.00000e+00
2.70000e+07	0.00000e+00
3.30000e+07	0.00000e+00
3.90000e+07	0.00000e+00
4.70000e+07	0.00000e+00
5.60000e+07	0.00000e+00
6.80000e+07	0.00000e+00
8.20000e+07	0.00000e+00
1.00000e+08	0.00000e+00
